496,378
490,380
477,393
469,398
451,400
437,407
416,411
404,418
394,428
382,445
378,456
378,474
376,480
366,492
352,496
324,510
299,513
288,518
274,521
263,521
253,524
228,524
219,515
219,507
211,489
210,468
200,450
187,412
180,401
179,394
171,376
168,361
157,331
154,309
148,291
148,275
142,251
142,231
139,221
138,177
132,153
